state_of_health,state_of_charge,cycle_count,current_amps,temperature_cell,charge_rate_kw,is_charging,internal_resistance,action_voltage,action_current,dT_dt,dV_dt,thermal_stress_index,aging_indicator,charging_efficiency,charging_time,cycle_degradation,balancing_time
87.3,39.48,496,166.76,53.14,12.39,0,0.0304,384.49,74.23,1.015,0.0493,0.897,0.142,0.93,143.85,0.124,0.14
76.14,22.83,2437,178.5,53.02,149.36,0,0.0084,323.86,161.32,0.109,-0.0182,0.533,0.696,0.909,115.28,0.6092,12.41
92.87,61.97,908,221.73,25.54,46.81,1,0.0123,347.8,185.8,0.899,-0.0238,0.595,0.259,0.865,128.97,0.227,6.51
94.64,60.18,641,31.29,35.22,67.67,1,0.0149,345.79,69.69,0.07,-0.0341,0.353,0.183,0.938,60.0,0.1603,15.28
67.5,45.16,3139,52.47,42.0,102.41,0,0.0387,443.76,117.05,0.945,-0.0296,0.766,0.897,0.817,113.31,0.7848,24.17
71.16,34.12,2839,76.28,60.0,41.0,0,0.0076,300.5,223.24,-0.365,0.0426,0.7,0.811,0.963,86.49,0.7097,27.46
72.82,19.31,2578,33.69,20.03,51.06,0,0.0453,439.12,248.55,-0.499,-0.0395,0.384,0.737,0.836,60.1,0.6445,25.31
91.88,61.9,774,172.5,21.49,77.18,1,0.0217,365.28,228.93,0.12,-0.0344,0.246,0.221,0.803,150.67,0.1935,23.25
70.4,61.73,2818,203.18,47.89,34.98,1,0.03,320.65,129.21,0.587,0.0396,0.677,0.805,0.937,119.5,0.7045,15.04
67.76,84.1,3401,89.18,33.73,56.45,1,0.0387,434.38,229.35,0.039,-0.0355,0.327,0.972,0.904,100.46,0.8503,7.91
81.9,35.54,2320,126.61,38.52,56.63,1,0.0056,341.52,36.78,1.172,0.0479,0.824,0.663,0.88,89.38,0.58,7.77
72.35,88.63,2650,248.65,23.43,48.27,0,0.0468,368.9,85.65,0.491,-0.0374,0.413,0.757,0.971,45.48,0.6625,11.34
95.36,17.02,551,109.84,36.01,130.47,1,0.0145,394.88,70.71,-0.104,0.0168,0.374,0.157,0.99,176.64,0.1378,26.54
72.64,29.68,2910,188.06,47.12,139.76,1,0.0155,306.82,59.42,-0.016,0.0008,0.441,0.831,0.886,38.83,0.7275,3.32
90.46,87.18,492,120.78,21.72,47.16,1,0.0403,408.45,184.68,-0.132,-0.0469,0.253,0.141,0.818,58.48,0.123,4.22
74.91,94.21,1712,131.28,62.15,141.74,1,0.0309,336.64,77.56,0.319,-0.0417,0.701,0.489,0.977,88.82,0.428,24.74
74.66,81.41,3095,62.89,31.11,69.59,0,0.0175,395.81,138.94,0.786,-0.0327,0.602,0.884,0.972,61.75,0.7738,21.18
79.8,36.28,1930,138.57,42.57,47.71,1,0.026,363.33,140.78,0.353,-0.0015,0.534,0.551,0.905,33.01,0.4825,3.69
92.31,42.92,407,171.67,48.4,85.85,1,0.0149,320.74,195.05,0.03,0.0497,0.459,0.116,0.857,140.18,0.1018,23.36
86.83,83.13,783,87.8,40.71,128.83,0,0.0407,417.0,66.66,1.05,-0.041,0.796,0.224,0.981,22.66,0.1958,29.81
71.76,64.7,2641,233.95,41.68,130.37,0,0.0389,362.93,142.6,-0.001,0.0023,0.385,0.755,0.892,81.75,0.6603,24.4
78.86,68.13,1564,214.77,50.35,94.98,1,0.0347,317.8,245.56,0.738,0.0358,0.76,0.447,0.973,52.08,0.391,22.25
70.52,49.02,2187,155.72,64.19,68.47,1,0.0284,385.67,182.81,0.08,-0.0374,0.625,0.625,0.817,35.83,0.5467,28.08
82.4,56.2,1496,246.9,46.01,102.66,0,0.0264,343.63,34.66,0.822,0.0006,0.754,0.427,0.983,44.97,0.374,15.07
75.36,38.41,2229,148.94,58.75,149.47,0,0.0123,388.18,175.36,0.221,0.0188,0.631,0.637,0.925,104.71,0.5573,20.29
86.15,43.57,660,65.23,63.67,39.16,0,0.0142,392.71,216.96,0.422,-0.0367,0.757,0.189,0.956,27.15,0.165,9.79
83.82,96.68,1232,197.81,36.44,54.39,1,0.0442,422.11,130.73,0.443,-0.033,0.514,0.352,0.983,44.06,0.308,12.47
62.21,71.36,3098,72.67,63.9,102.15,0,0.0338,440.55,132.57,0.086,-0.0388,0.624,0.885,0.807,163.52,0.7745,18.56
88.56,66.86,1163,101.61,21.7,109.75,1,0.025,375.19,150.12,0.323,-0.0398,0.33,0.332,0.954,44.47,0.2908,29.46
91.02,80.64,320,21.33,47.74,121.62,0,0.0257,379.37,182.76,0.602,-0.0074,0.681,0.091,0.848,69.74,0.08,3.99
79.38,14.56,2000,185.82,28.98,71.25,0,0.0359,410.13,232.3,0.482,-0.0158,0.46,0.571,0.852,69.91,0.5,6.44
91.43,54.24,715,144.78,39.19,97.41,0,0.0221,443.47,54.81,0.074,-0.0281,0.391,0.204,0.943,22.08,0.1787,9.83
82.1,15.46,2054,132.15,24.54,71.75,1,0.0214,352.91,236.4,0.722,0.0128,0.515,0.587,0.939,167.96,0.5135,3.77
83.0,10.37,1336,109.44,44.48,58.49,1,0.0314,437.24,213.09,1.376,-0.021,0.961,0.382,0.937,178.59,0.334,6.0
84.63,11.37,523,156.82,49.77,28.66,1,0.0474,378.62,191.58,0.349,-0.0255,0.599,0.149,0.908,127.48,0.1308,12.21
78.91,84.21,2153,7.41,32.32,62.68,0,0.0341,386.73,21.91,0.962,0.0037,0.683,0.615,0.984,79.44,0.5383,4.84
85.34,83.18,968,83.44,22.49,47.97,1,0.0493,339.99,22.48,1.281,-0.0389,0.72,0.277,0.98,26.51,0.242,7.97
78.11,31.81,2492,127.44,24.13,106.3,0,0.0231,396.42,134.19,0.979,-0.0091,0.614,0.712,0.888,48.27,0.623,7.91
74.44,93.21,3091,101.02,30.56,28.85,1,0.0176,426.37,208.4,1.086,0.0284,0.716,0.883,0.897,84.59,0.7728,9.79
84.93,71.99,374,224.89,55.55,38.04,0,0.044,321.88,213.83,-0.244,0.0008,0.61,0.107,0.963,140.9,0.0935,29.4
87.84,83.23,871,143.1,38.42,87.75,0,0.0339,348.38,123.82,0.782,0.0132,0.667,0.249,0.872,167.3,0.2177,28.88
91.64,29.78,796,186.25,23.01,60.23,0,0.0234,331.33,244.88,-0.158,-0.0271,0.276,0.227,0.896,171.86,0.199,26.88
81.58,28.57,1553,176.78,58.67,12.14,0,0.0077,414.44,29.58,0.727,0.0226,0.832,0.444,0.882,33.18,0.3882,15.0
78.15,66.0,1732,223.86,45.82,49.42,1,0.0369,429.03,107.09,-0.374,-0.0167,0.573,0.495,0.877,72.75,0.433,12.78
76.11,68.07,1348,101.93,61.04,112.2,0,0.0407,386.32,13.53,0.825,0.0135,0.893,0.385,0.949,97.51,0.337,28.04
91.73,28.31,1036,240.95,21.65,95.74,0,0.0128,396.55,45.18,0.028,0.0281,0.211,0.296,0.858,39.07,0.259,0.32
78.45,35.05,2030,72.92,41.74,125.58,1,0.0298,418.89,99.02,0.799,-0.024,0.705,0.58,0.891,52.03,0.5075,9.34
85.22,87.86,1742,106.04,38.64,31.96,1,0.0112,309.13,129.17,0.865,0.0421,0.703,0.498,0.83,20.44,0.4355,4.01
77.47,53.6,1754,205.62,51.55,77.38,0,0.0305,402.53,110.05,1.484,0.0062,1.069,0.501,0.855,89.39,0.4385,27.5
89.36,74.01,777,47.23,31.44,94.45,0,0.036,345.85,165.09,1.47,-0.0135,0.878,0.222,0.924,164.51,0.1943,20.59
73.27,68.72,2380,143.93,43.87,34.78,1,0.0393,439.02,126.21,-0.08,0.0109,0.437,0.68,0.943,162.11,0.595,12.39
85.99,65.62,1326,164.99,20.21,8.7,1,0.0295,426.79,119.95,0.925,-0.0307,0.557,0.379,0.834,102.05,0.3315,14.4
85.06,49.73,1365,49.8,24.61,142.39,0,0.0321,418.78,121.39,0.76,0.0041,0.531,0.39,0.8,137.65,0.3412,9.02
65.36,55.66,3372,178.94,42.75,74.99,1,0.0393,427.63,152.19,0.989,-0.0034,0.79,0.963,0.84,119.39,0.843,11.58
89.35,73.36,909,99.03,28.69,73.61,0,0.0308,367.16,130.93,1.33,0.0233,0.797,0.26,0.927,118.53,0.2273,21.43
98.6,43.37,363,87.85,30.09,37.96,0,0.005,419.29,86.07,1.052,0.0066,0.699,0.104,0.834,87.0,0.0907,22.67
91.79,42.21,157,240.26,41.64,45.39,0,0.0374,327.42,68.88,0.276,0.0409,0.495,0.045,0.838,80.44,0.0393,23.16
70.77,57.87,3407,98.66,34.19,138.64,0,0.0229,360.24,167.6,0.511,-0.0369,0.52,0.973,0.87,140.54,0.8518,21.4
88.12,87.82,590,91.63,60.07,75.85,1,0.0121,305.81,16.47,-0.133,0.0391,0.608,0.169,0.926,150.66,0.1475,13.65
71.63,18.65,3423,119.19,21.41,19.68,1,0.0186,333.04,164.71,0.866,0.0137,0.544,0.978,0.91,46.47,0.8558,9.52
76.38,22.43,2381,202.29,39.74,114.87,0,0.0278,350.8,10.35,1.217,-0.0254,0.854,0.68,0.803,106.05,0.5953,3.32
96.41,39.25,97,33.03,28.94,10.29,0,0.0267,399.65,166.66,0.928,0.0035,0.638,0.028,0.842,173.76,0.0243,27.32
89.8,34.24,1190,162.1,22.84,137.2,0,0.0173,374.18,171.07,1.294,0.0475,0.728,0.34,0.927,56.53,0.2975,21.34
84.98,19.23,1531,217.91,33.87,118.57,0,0.0279,392.06,102.82,0.529,-0.0053,0.524,0.437,0.935,86.03,0.3828,10.02
66.2,84.35,2982,44.6,52.38,97.69,1,0.0369,417.77,155.73,0.577,0.0154,0.714,0.852,0.884,80.11,0.7455,3.86
81.13,47.24,904,161.34,51.96,117.52,0,0.0452,345.95,174.94,0.133,-0.0029,0.533,0.258,0.831,86.45,0.226,0.73
75.77,23.92,1954,221.07,53.72,45.94,0,0.0285,301.78,230.72,-0.407,-0.0317,0.659,0.558,0.905,20.26,0.4885,12.75
73.65,31.06,2829,248.89,46.69,143.45,1,0.0138,351.38,60.42,0.883,0.0158,0.784,0.808,0.851,83.89,0.7073,20.38
75.62,29.69,2500,49.11,51.43,142.1,1,0.0114,375.86,131.93,1.181,0.028,0.947,0.714,0.943,116.28,0.625,5.86
92.8,78.28,504,62.2,43.82,4.07,0,0.0153,421.18,62.56,0.692,0.017,0.681,0.144,0.847,94.83,0.126,1.68
77.97,14.09,2385,135.89,22.78,141.15,1,0.0294,429.14,62.73,0.519,-0.0036,0.418,0.681,0.977,114.8,0.5963,10.9
92.02,98.32,680,230.9,24.4,60.4,0,0.0272,443.25,123.47,0.958,-0.0211,0.608,0.194,0.966,41.96,0.17,23.23
73.86,60.81,2776,71.58,36.07,69.21,1,0.0316,439.91,168.13,0.095,-0.0482,0.371,0.793,0.902,27.56,0.694,17.25
85.19,33.33,1396,26.89,26.26,90.23,1,0.0302,436.1,20.0,1.08,-0.0325,0.674,0.399,0.801,111.82,0.349,16.92
95.97,12.75,496,60.48,36.47,113.58,0,0.0112,398.3,102.92,0.786,-0.0217,0.651,0.142,0.874,87.27,0.124,9.89
86.9,34.37,959,23.47,22.75,3.89,1,0.04,375.77,68.39,0.059,-0.0405,0.234,0.274,0.858,131.78,0.2398,21.64
90.47,71.8,641,161.22,28.58,54.23,1,0.0368,313.42,109.29,0.515,-0.0191,0.47,0.183,0.987,125.05,0.1603,22.38
81.11,69.37,639,26.16,57.11,61.16,1,0.0483,328.19,112.99,1.371,-0.0276,1.076,0.183,0.837,92.91,0.1598,20.93
86.76,45.24,987,94.92,43.43,110.94,1,0.0265,439.05,172.93,-0.018,0.0401,0.408,0.282,0.827,88.97,0.2467,14.96
73.8,95.93,2676,187.03,44.68,91.17,0,0.0216,447.52,176.94,0.419,-0.0196,0.58,0.765,0.81,22.91,0.669,6.53
97.38,10.52,418,21.82,25.45,89.46,0,0.0091,376.17,89.93,0.349,0.0435,0.375,0.119,0.849,132.24,0.1045,2.66
93.79,95.44,139,135.65,48.22,108.82,0,0.0179,416.62,180.47,0.259,-0.0232,0.549,0.04,0.816,117.42,0.0348,25.88
89.06,93.66,1027,80.74,21.31,143.35,1,0.026,382.43,52.31,-0.184,0.0053,0.27,0.293,0.825,40.99,0.2567,3.59
78.15,72.47,1910,234.86,49.78,24.27,1,0.0235,438.04,204.34,-0.397,0.0311,0.618,0.546,0.854,138.45,0.4775,27.99
88.08,20.97,736,188.06,57.15,40.46,0,0.0116,323.18,124.67,-0.301,0.0351,0.648,0.21,0.978,87.41,0.184,20.62
70.6,65.26,1918,21.53,63.0,56.14,0,0.0429,432.15,120.93,1.188,-0.0037,1.057,0.548,0.976,110.95,0.4795,6.65
71.01,31.09,3227,197.19,32.47,35.95,1,0.0296,389.81,188.99,1.356,0.047,0.842,0.922,0.915,33.25,0.8067,2.42
81.72,43.59,2163,185.82,39.9,113.27,0,0.0098,344.81,229.99,1.279,-0.0084,0.88,0.618,0.819,18.32,0.5408,22.83
88.05,71.41,320,47.84,62.98,138.33,0,0.017,415.48,120.33,-0.186,-0.0162,0.656,0.091,0.8,68.48,0.08,29.85
73.75,43.03,2261,26.8,52.25,148.18,0,0.0295,314.98,13.25,1.242,0.0258,0.979,0.646,0.97,74.22,0.5653,13.51
72.19,23.6,3383,127.16,36.4,54.21,0,0.014,418.9,219.47,-0.276,0.0153,0.446,0.967,0.824,85.94,0.8458,7.61
72.63,73.8,1995,48.69,61.26,35.98,1,0.0299,328.03,211.84,-0.003,-0.0353,0.567,0.57,0.816,169.34,0.4988,14.12
68.99,42.74,2582,14.76,51.7,132.62,1,0.0409,357.96,149.25,1.037,0.0364,0.892,0.738,0.945,48.87,0.6455,10.9
96.69,13.2,548,38.96,20.52,136.37,1,0.0071,443.45,237.69,1.467,-0.0247,0.776,0.157,0.832,18.75,0.137,19.02
84.3,56.18,1123,91.28,28.47,134.39,1,0.0466,329.38,245.98,0.534,0.0106,0.476,0.321,0.867,15.56,0.2807,24.2
86.25,82.26,1682,168.86,37.72,68.26,0,0.0096,447.42,70.54,0.052,0.0171,0.369,0.481,0.815,85.91,0.4205,22.57
94.37,52.8,78,241.92,51.4,68.56,0,0.0139,381.66,68.07,1.047,-0.0489,0.893,0.022,0.898,96.52,0.0195,8.53
89.67,43.13,933,190.9,43.41,64.51,0,0.0143,407.69,181.28,0.24,0.0273,0.497,0.267,0.838,88.29,0.2333,5.57
64.46,14.74,2964,87.5,60.98,10.96,0,0.0348,422.29,247.43,-0.047,-0.0451,0.582,0.847,0.975,101.01,0.741,24.71
88.11,78.23,382,39.76,63.13,42.58,0,0.0158,331.14,228.23,0.354,0.0174,0.724,0.109,0.922,35.06,0.0955,9.2
90.02,11.07,62,205.71,59.92,72.53,0,0.0237,391.58,73.35,0.467,0.0397,0.74,0.018,0.911,77.07,0.0155,7.11
78.05,51.61,2007,173.68,25.04,88.96,1,0.044,377.58,97.39,1.358,0.0393,0.774,0.573,0.967,151.95,0.5018,2.01
88.2,41.92,770,242.94,39.45,41.11,0,0.0344,307.93,78.46,1.418,0.0476,0.931,0.22,0.86,121.12,0.1925,23.66
68.26,36.09,3289,49.29,20.6,74.8,0,0.0401,312.24,57.28,1.438,0.0211,0.765,0.94,0.864,161.12,0.8223,2.26
72.56,36.36,2561,151.66,45.21,67.78,1,0.0316,360.44,78.83,1.167,0.0303,0.884,0.732,0.809,160.88,0.6402,4.03
85.66,65.01,1209,58.49,41.59,16.17,1,0.0262,364.99,95.11,0.812,-0.0025,0.709,0.345,0.851,98.53,0.3023,23.1
91.09,66.15,226,52.25,56.66,25.49,1,0.0159,402.76,202.63,0.474,0.0446,0.713,0.065,0.859,24.38,0.0565,26.72
84.69,17.08,1136,28.98,39.2,23.5,0,0.037,428.21,168.12,-0.451,-0.013,0.542,0.325,0.811,125.67,0.284,13.96
69.31,66.19,2832,88.94,55.64,129.5,0,0.0232,389.81,109.4,1.369,-0.0196,1.061,0.809,0.934,150.37,0.708,17.84
80.12,87.19,1958,68.74,25.88,88.74,0,0.0345,315.9,191.43,-0.394,-0.0019,0.396,0.559,0.895,72.44,0.4895,25.32
86.46,97.48,1055,165.37,20.97,121.99,0,0.0403,419.97,163.27,1.22,-0.014,0.682,0.301,0.986,57.13,0.2637,12.54
77.82,55.76,1195,104.68,62.99,47.76,0,0.0349,340.71,20.15,-0.057,0.0354,0.604,0.341,0.919,57.11,0.2988,15.25
67.74,50.49,3430,70.68,29.52,146.9,1,0.0363,426.33,170.9,0.186,-0.0429,0.347,0.98,0.815,48.87,0.8575,18.12
86.27,16.91,1299,62.32,42.1,124.36,1,0.0183,335.48,205.71,1.295,0.0486,0.907,0.371,0.818,42.57,0.3247,25.08
70.05,43.24,3394,51.76,35.7,103.94,0,0.025,372.03,85.48,1.219,0.0015,0.817,0.97,0.805,96.85,0.8485,9.07
67.85,37.48,2214,57.67,63.97,9.71,1,0.0414,369.46,246.76,1.375,0.0408,1.14,0.633,0.846,48.42,0.5535,25.19
95.34,63.21,534,198.13,24.28,106.74,1,0.0143,305.29,176.01,-0.21,-0.0428,0.308,0.153,0.824,110.69,0.1335,21.33
75.26,50.6,2520,45.35,36.8,59.68,1,0.0339,442.6,82.83,0.161,-0.0062,0.404,0.72,0.913,105.29,0.63,25.25
87.67,69.52,537,12.79,63.64,26.96,0,0.0108,321.42,185.5,0.745,-0.0467,0.885,0.153,0.907,162.53,0.1343,20.47
91.61,84.8,978,88.28,38.27,48.09,0,0.0118,429.27,151.69,0.139,-0.0188,0.409,0.279,0.925,78.22,0.2445,8.22
82.82,10.58,2106,215.04,37.59,90.41,0,0.0103,404.5,18.74,-0.101,0.0494,0.387,0.602,0.836,166.97,0.5265,19.49
73.62,72.66,2142,133.19,53.16,48.58,0,0.0327,428.85,68.87,0.301,0.0337,0.611,0.612,0.916,141.62,0.5355,14.99
65.86,17.3,3310,151.68,54.52,122.97,0,0.0227,352.69,202.89,0.888,0.0273,0.858,0.946,0.911,137.92,0.8275,18.77
76.8,44.32,1483,183.78,52.25,85.6,0,0.0437,345.19,187.33,0.18,-0.0031,0.554,0.424,0.861,121.49,0.3708,23.55
76.14,36.02,2707,89.32,45.07,89.43,0,0.0103,422.08,31.53,1.013,0.0008,0.821,0.773,0.959,56.29,0.6767,14.6
72.39,78.83,2734,162.3,55.99,3.64,1,0.0118,302.23,157.01,1.012,0.0324,0.922,0.781,0.972,56.8,0.6835,17.19
92.57,86.96,430,76.79,39.59,45.86,1,0.0277,322.5,181.63,-0.383,-0.0417,0.519,0.123,0.976,63.85,0.1075,20.97
70.74,23.25,2833,215.57,31.82,32.63,0,0.0467,313.73,112.84,1.167,-0.0435,0.761,0.809,0.914,79.23,0.7083,14.94
78.1,61.97,1572,129.99,49.01,63.2,0,0.0379,322.5,134.51,0.117,0.0477,0.499,0.449,0.82,99.0,0.393,27.39
84.58,91.41,1921,111.65,30.11,83.76,0,0.0138,315.6,224.14,0.454,-0.0152,0.46,0.549,0.901,37.5,0.4803,25.04
72.55,48.3,2620,18.91,42.11,47.26,0,0.0339,413.81,92.03,0.828,0.0046,0.72,0.749,0.808,105.13,0.655,1.01
79.54,85.39,2002,197.88,44.15,10.66,0,0.0217,335.28,58.17,-0.264,0.0199,0.513,0.572,0.88,143.11,0.5005,8.97
63.21,67.27,3423,50.71,63.48,54.45,1,0.0175,391.59,78.41,-0.32,-0.0084,0.714,0.978,0.879,120.12,0.8558,6.37
71.77,77.65,2624,44.44,45.79,22.99,1,0.0328,307.52,203.25,1.035,0.0387,0.837,0.75,0.852,32.63,0.656,29.88
77.44,50.05,2485,86.33,38.75,36.15,0,0.0224,392.66,120.59,-0.39,0.0394,0.514,0.71,0.974,163.16,0.6212,9.5
90.31,47.4,810,147.57,43.89,93.67,0,0.0149,357.17,187.65,0.758,0.0183,0.708,0.231,0.812,133.2,0.2025,11.89
92.85,63.62,747,153.72,32.89,51.59,0,0.0187,404.81,31.42,0.262,0.0284,0.408,0.213,0.856,79.45,0.1867,12.45
82.97,96.51,1261,206.18,32.16,45.2,0,0.0489,303.27,144.63,1.48,0.0033,0.889,0.36,0.947,84.22,0.3153,17.83
97.41,39.62,17,69.05,20.16,41.19,0,0.0245,425.76,82.88,0.606,-0.0201,0.428,0.005,0.814,146.96,0.0043,18.16
83.61,20.59,645,127.58,61.52,4.44,0,0.0297,352.53,237.89,0.028,-0.0322,0.579,0.184,0.887,75.24,0.1613,7.68
76.12,39.69,2028,169.67,57.39,43.3,1,0.0179,416.08,230.35,0.867,0.0388,0.877,0.579,0.879,124.66,0.507,29.56
71.95,54.51,1901,111.83,58.63,106.51,1,0.0426,329.77,147.63,0.743,-0.0149,0.838,0.543,0.923,41.74,0.4753,26.81
72.0,76.13,1993,20.62,55.82,86.48,1,0.042,338.83,26.2,0.876,-0.0033,0.866,0.569,0.865,31.84,0.4983,7.92
80.25,86.11,2130,66.43,38.8,60.24,1,0.02,393.92,227.13,0.653,0.0375,0.619,0.609,0.811,169.38,0.5325,3.37
89.26,85.62,453,161.23,62.66,84.74,1,0.0076,314.83,12.22,0.685,0.0112,0.852,0.129,0.902,19.33,0.1133,28.5
82.84,77.74,2276,9.92,23.95,147.83,0,0.007,347.25,210.02,0.192,-0.038,0.298,0.65,0.817,143.68,0.569,27.72
77.92,81.57,1876,193.3,31.52,100.03,0,0.0492,428.94,47.2,-0.17,-0.0277,0.359,0.536,0.923,135.3,0.469,17.87
83.17,84.2,1621,28.24,32.47,12.7,0,0.0328,359.0,202.53,1.066,-0.0188,0.726,0.463,0.899,119.04,0.4052,1.06
82.8,65.89,717,44.78,62.4,40.37,0,0.0289,415.54,32.42,1.243,-0.0314,1.073,0.205,0.847,53.22,0.1792,0.21
71.71,48.82,2694,13.66,53.87,53.88,1,0.0186,421.08,115.74,-0.156,0.0328,0.56,0.77,0.88,69.55,0.6735,20.72
75.5,39.72,2828,64.19,25.2,43.94,0,0.023,424.1,220.73,0.868,0.0178,0.58,0.808,0.907,108.18,0.707,4.22
82.65,16.44,1973,235.81,43.41,12.51,0,0.0074,374.98,171.92,0.574,0.0154,0.63,0.564,0.812,60.21,0.4933,10.64
85.03,93.09,1087,89.88,54.82,58.13,0,0.0145,339.06,122.97,-0.415,0.0154,0.672,0.311,0.856,105.93,0.2717,29.31
92.54,96.03,126,132.74,55.67,18.69,0,0.0139,384.8,18.49,0.271,-0.033,0.622,0.036,0.842,82.31,0.0315,4.74
86.88,30.48,735,181.74,48.13,60.76,1,0.0299,338.18,47.96,-0.402,0.0286,0.605,0.21,0.892,147.65,0.1837,12.99
58.57,53.65,3222,41.77,62.78,42.6,1,0.0491,325.74,194.34,0.798,-0.0129,0.899,0.921,0.832,16.63,0.8055,19.45
83.83,92.85,1417,178.04,45.55,132.9,0,0.0228,400.34,27.4,0.173,0.0098,0.49,0.405,0.964,152.41,0.3543,19.87
70.95,51.59,2761,138.21,46.74,5.73,1,0.0295,436.84,23.42,0.416,-0.0166,0.598,0.789,0.82,64.65,0.6903,7.87
85.12,94.47,1646,22.86,21.05,62.96,0,0.0225,330.78,112.28,1.313,-0.0298,0.72,0.47,0.928,31.43,0.4115,0.68
72.74,36.49,1718,142.07,62.1,115.94,1,0.0398,372.54,63.25,0.31,-0.0149,0.697,0.491,0.859,170.55,0.4295,13.58
66.91,54.25,2720,90.09,60.07,128.8,0,0.0335,398.72,188.08,-0.295,0.003,0.672,0.777,0.965,165.98,0.68,13.26
80.12,50.37,1630,87.46,45.21,126.72,1,0.0323,308.01,213.77,1.025,0.0402,0.827,0.466,0.893,87.89,0.4075,21.74
87.03,92.73,975,81.88,55.94,23.51,1,0.008,356.82,170.07,1.122,0.0025,0.965,0.279,0.904,92.18,0.2437,8.2
74.16,66.72,2867,95.46,43.41,52.98,1,0.0158,350.53,135.08,0.011,-0.0373,0.405,0.819,0.925,175.05,0.7167,7.14
66.39,70.14,3000,25.84,45.88,79.45,1,0.0452,358.93,189.9,-0.49,-0.0157,0.62,0.857,0.899,60.96,0.75,6.63
74.71,83.51,2901,222.92,28.33,131.66,0,0.0245,372.74,131.61,1.042,0.03,0.678,0.829,0.938,131.57,0.7253,22.99
63.85,77.26,3003,124.1,57.23,96.31,1,0.04,432.57,138.99,-0.381,-0.0024,0.681,0.858,0.848,160.66,0.7508,18.25
82.02,18.2,510,246.72,56.51,40.17,0,0.0499,371.94,76.89,-0.261,0.0019,0.626,0.146,0.845,113.81,0.1275,27.02
72.26,61.49,2089,163.25,63.88,89.68,0,0.025,308.81,124.26,0.894,-0.02,0.947,0.597,0.88,167.67,0.5222,20.99
71.46,21.49,2592,54.46,43.64,106.02,1,0.0392,325.28,168.8,1.298,-0.0179,0.922,0.741,0.875,150.88,0.648,2.08
81.61,34.8,825,160.74,55.06,26.24,1,0.0411,381.1,176.19,-0.265,-0.0072,0.614,0.236,0.815,137.24,0.2063,15.83
64.78,84.05,3002,164.23,50.15,104.02,0,0.0456,315.37,87.94,0.748,0.0059,0.762,0.858,0.821,29.0,0.7505,15.88
85.34,70.58,1191,87.79,25.51,113.65,0,0.04,382.6,215.87,0.256,-0.0336,0.338,0.34,0.956,27.54,0.2978,26.74
93.99,31.08,433,159.89,27.0,66.69,0,0.0264,421.9,193.33,0.894,0.0158,0.607,0.124,0.91,53.4,0.1082,6.58
69.66,48.24,3225,125.41,39.09,60.4,1,0.0313,364.43,207.58,1.494,-0.015,0.958,0.921,0.982,111.74,0.8063,5.11
91.72,11.74,876,138.57,29.47,20.23,0,0.0196,448.36,81.36,0.552,0.0423,0.493,0.25,0.883,172.2,0.219,16.05
92.87,92.69,367,17.69,36.16,59.82,0,0.034,301.64,81.01,-0.054,-0.0263,0.355,0.105,0.986,166.03,0.0917,18.15
79.64,36.24,2659,185.37,33.14,111.95,1,0.0086,401.38,28.68,0.177,0.0177,0.377,0.76,0.878,105.39,0.6648,26.04
80.89,44.38,2154,159.64,24.12,54.68,1,0.0222,384.75,42.71,-0.291,0.0004,0.339,0.615,0.854,115.86,0.5385,26.53
74.76,54.81,2880,218.81,46.77,36.9,1,0.0058,304.25,53.33,0.339,0.0182,0.567,0.823,0.829,70.97,0.72,8.57
83.42,77.61,1862,70.52,29.91,39.82,0,0.0226,386.0,49.81,-0.352,0.0328,0.417,0.532,0.945,125.01,0.4655,4.34
82.53,46.48,1168,183.3,62.97,7.69,1,0.0131,362.34,113.21,0.439,0.0207,0.757,0.334,0.962,126.98,0.292,21.84
71.42,32.69,3066,35.17,35.35,37.49,1,0.0337,436.45,190.76,1.465,0.0439,0.912,0.876,0.931,17.72,0.7665,23.79
87.73,56.82,344,203.98,61.08,100.66,1,0.0231,407.08,68.96,1.365,-0.0016,1.11,0.098,0.977,114.03,0.086,22.5
82.78,40.9,572,133.33,58.64,114.23,1,0.0415,333.29,79.42,1.262,0.0055,1.046,0.163,0.916,126.23,0.143,27.52
87.76,51.5,990,105.83,33.58,100.78,0,0.035,435.18,203.18,0.39,-0.0449,0.466,0.283,0.893,61.29,0.2475,12.15
82.58,85.74,1369,183.87,52.08,63.56,0,0.0215,407.51,39.67,0.17,-0.0307,0.549,0.391,0.985,156.4,0.3422,17.13
74.52,92.43,1931,65.09,57.29,120.15,0,0.0291,304.73,188.08,0.633,-0.0243,0.782,0.552,0.825,166.29,0.4828,28.88
83.93,80.59,1725,62.57,30.04,108.66,1,0.0256,386.03,208.24,0.837,-0.0142,0.612,0.493,0.95,147.49,0.4313,22.6
76.47,75.19,2179,217.77,57.21,17.92,1,0.0099,399.88,128.72,1.064,-0.0247,0.954,0.623,0.848,167.25,0.5447,6.34
90.83,12.38,768,137.53,31.79,77.87,0,0.0282,353.68,243.11,-0.148,0.0077,0.353,0.219,0.871,83.73,0.192,24.01
87.01,58.45,721,11.22,62.39,134.38,0,0.0084,316.26,135.14,0.993,0.0091,0.973,0.206,0.891,30.33,0.1802,7.5
73.11,40.7,2276,135.39,62.19,31.44,1,0.0165,423.41,127.6,0.723,0.0497,0.863,0.65,0.926,88.09,0.569,17.06
