vehicle_id,timestamp,voltage,current,battery_temperature,ambient_temperature,soc,soh,charge_cycles,charging_status,charging_type,battery_capacity,speed,distance,power,cell_voltage_max,cell_voltage_min,voltage_imbalance,risk_level,fault_code
EV00157,2026-01-01 10:36:00,393.06,117.07,35.94,34.37,74.75,64.36,1782,Discharging,None,75,33.08,39999.63,46.02,4.134,4.063,0.071,Medium,NONE
EV00158,2026-01-01 10:37:00,397.0,62.8,33.68,21.94,32.57,83.88,806,Idle,None,75,0.0,16909.27,24.93,4.18,4.134,0.046,Low,NONE
EV00159,2026-01-01 10:38:00,394.91,112.43,35.95,35.26,52.34,78.52,1074,Discharging,None,75,107.91,25742.11,44.4,4.064,3.981,0.083,Medium,NONE
EV00160,2026-01-01 10:39:00,396.86,58.52,45.42,20.97,31.73,70.8,1243,Idle,None,90,0.0,29393.27,23.22,4.131,3.975,0.156,Medium,NONE
EV00161,2026-01-01 10:40:00,396.46,161.19,50.46,35.28,39.76,74.83,840,Charging,Fast DC,75,0.0,20696.49,63.91,4.061,3.96,0.101,High,OVERHEAT
EV00162,2026-01-01 10:41:00,401.47,64.76,59.62,33.61,16.29,79.94,218,Discharging,None,75,99.49,4811.05,26.0,4.191,4.05,0.141,High,OVERHEAT
EV00163,2026-01-01 10:42:00,392.99,101.46,42.5,20.91,18.02,83.96,702,Discharging,None,90,65.7,17743.14,39.87,4.127,4.055,0.072,Medium,NONE
EV00164,2026-01-01 10:43:00,399.2,46.0,59.67,34.79,33.43,70.1,708,Idle,None,90,0.0,17266.76,18.36,4.156,4.088,0.068,High,OVERHEAT
EV00165,2026-01-01 10:44:00,402.24,78.94,48.58,39.6,60.45,60.12,1651,Idle,None,90,0.0,42184.91,31.75,4.14,4.078,0.062,Medium,NONE
EV00166,2026-01-01 10:45:00,399.83,175.53,45.25,24.55,9.88,75.74,1003,Charging,Slow AC,60,0.0,27943.52,70.18,4.086,3.974,0.112,Medium,NONE
EV00167,2026-01-01 10:46:00,400.51,50.53,40.44,28.38,44.23,90.91,437,Discharging,None,90,97.5,12693.21,20.24,4.181,4.043,0.138,Medium,NONE
EV00168,2026-01-01 10:47:00,390.93,42.09,32.26,26.5,67.91,78.08,1096,Discharging,None,75,115.67,25773.49,16.45,4.13,4.023,0.107,Medium,NONE
EV00169,2026-01-01 10:48:00,400.14,158.82,48.83,36.07,30.11,72.72,1011,Charging,Fast DC,75,0.0,24968.71,63.55,4.084,3.908,0.176,Medium,NONE
EV00170,2026-01-01 10:49:00,394.46,66.24,32.25,34.1,35.12,85.32,734,Idle,None,90,0.0,15620.61,26.13,4.068,3.94,0.128,Low,NONE
EV00171,2026-01-01 10:50:00,395.7,176.83,53.64,39.09,81.44,76.81,614,Charging,Slow AC,90,0.0,11634.29,69.97,4.189,4.064,0.125,High,OVERHEAT
EV00172,2026-01-01 10:51:00,401.21,54.24,53.98,25.42,58.39,77.3,576,Charging,Fast DC,90,0.0,15489.04,21.76,4.086,4.058,0.028,High,OVERHEAT
EV00173,2026-01-01 10:52:00,403.58,56.11,33.15,22.0,36.38,80.26,987,Charging,Fast DC,60,0.0,29189.76,22.64,4.197,4.152,0.045,Low,NONE
EV00174,2026-01-01 10:53:00,399.79,160.9,41.65,33.01,76.81,86.52,608,Discharging,None,75,84.59,17568.31,64.33,4.063,3.951,0.112,Medium,NONE
EV00175,2026-01-01 10:54:00,398.03,135.7,57.78,38.26,21.63,49.26,1826,Charging,Fast DC,75,0.0,50133.79,54.01,4.078,3.938,0.14,High,OVERHEAT
EV00176,2026-01-01 10:55:00,403.08,66.31,26.31,25.97,62.26,61.58,1921,Discharging,None,75,65.43,49361.53,26.73,4.129,3.967,0.162,Medium,NONE
EV00177,2026-01-01 10:56:00,392.01,100.67,34.55,36.18,36.41,69.66,1517,Discharging,None,90,45.73,30695.57,39.46,4.16,4.013,0.147,Medium,NONE
EV00178,2026-01-01 10:57:00,398.52,141.17,31.14,37.12,90.22,65.74,1713,Discharging,None,90,52.79,39073.53,56.26,4.064,3.887,0.177,Medium,NONE
EV00179,2026-01-01 10:58:00,397.16,169.73,25.24,27.67,47.44,88.68,566,Discharging,None,75,78.25,14078.98,67.41,4.089,4.011,0.078,Low,NONE
EV00180,2026-01-01 10:59:00,393.54,126.85,41.29,23.19,70.18,60.77,1910,Idle,None,75,0.0,50201.46,49.92,4.146,3.975,0.171,Medium,NONE
EV00181,2026-01-01 11:00:00,395.51,55.34,58.51,29.56,48.22,59.99,1260,Discharging,None,75,90.19,36481.49,21.89,4.164,4.016,0.148,High,OVERHEAT
EV00182,2026-01-01 11:01:00,402.38,141.9,48.81,31.92,79.8,71.03,1096,Discharging,None,90,90.38,20755.21,57.1,4.135,4.105,0.03,Medium,NONE
EV00183,2026-01-01 11:02:00,398.21,100.88,45.04,23.0,36.17,74.27,1085,Discharging,None,60,88.03,28864.27,40.17,4.123,3.959,0.164,Medium,NONE
EV00184,2026-01-01 11:03:00,396.68,28.9,29.62,28.31,58.57,76.72,1164,Discharging,None,90,100.69,31054.78,11.46,4.109,3.958,0.151,Medium,NONE
EV00185,2026-01-01 11:04:00,401.19,112.53,26.59,26.89,11.06,97.14,143,Charging,Slow AC,60,0.0,3066.65,45.15,4.077,4.035,0.042,Low,NONE
EV00186,2026-01-01 11:05:00,399.62,136.69,58.73,27.49,89.68,66.26,938,Discharging,None,75,28.02,27736.41,54.62,4.181,4.14,0.041,High,OVERHEAT
EV00187,2026-01-01 11:06:00,402.9,38.98,59.75,27.86,17.1,74.68,476,Charging,Fast DC,75,0.0,11212.68,15.71,4.158,4.07,0.088,High,OVERHEAT
EV00188,2026-01-01 11:07:00,395.69,56.75,41.12,23.1,22.91,62.86,1812,Idle,None,60,0.0,33316.53,22.46,4.149,4.031,0.118,Medium,NONE
EV00189,2026-01-01 11:08:00,404.04,162.25,33.42,21.35,61.42,81.32,934,Idle,None,90,0.0,24694.43,65.56,4.057,3.919,0.138,Low,NONE
EV00190,2026-01-01 11:09:00,396.03,57.49,32.6,37.27,10.36,78.98,1051,Discharging,None,60,101.58,28143.9,22.77,4.098,3.982,0.116,Medium,NONE
EV00191,2026-01-01 11:10:00,400.09,71.31,35.56,22.87,67.72,90.56,472,Discharging,None,75,47.52,11649.25,28.53,4.139,4.001,0.138,Low,NONE
EV00192,2026-01-01 11:11:00,392.63,128.6,44.45,20.94,37.72,69.7,1337,Idle,None,75,0.0,36673.45,50.49,4.098,4.011,0.087,Medium,NONE
EV00193,2026-01-01 11:12:00,392.24,80.23,51.4,29.47,85.69,78.18,635,Idle,None,60,0.0,17570.01,31.47,4.187,4.077,0.11,High,OVERHEAT
EV00194,2026-01-01 11:13:00,404.52,109.17,29.69,24.86,24.32,73.12,1344,Charging,Slow AC,75,0.0,25683.26,44.16,4.159,4.109,0.05,Medium,NONE
EV00195,2026-01-01 11:14:00,394.03,127.79,46.1,37.47,22.88,63.54,1579,Idle,None,90,0.0,41144.64,50.35,4.083,4.03,0.053,Medium,NONE
EV00196,2026-01-01 11:15:00,403.61,68.51,56.81,24.24,23.05,55.79,1538,Charging,Slow AC,60,0.0,40522.48,27.65,4.156,4.073,0.083,High,OVERHEAT
EV00197,2026-01-01 11:16:00,393.59,71.46,34.91,29.33,66.63,86.98,651,Discharging,None,75,71.28,15602.73,28.13,4.065,3.888,0.177,Low,NONE
EV00198,2026-01-01 11:17:00,397.04,154.36,57.0,27.41,44.32,62.96,1172,Charging,Fast DC,60,0.0,24763.53,61.29,4.19,4.077,0.113,High,OVERHEAT
EV00199,2026-01-01 11:18:00,396.26,44.39,36.55,27.6,84.17,79.16,1042,Idle,None,90,0.0,30553.08,17.59,4.101,3.959,0.142,Medium,NONE
EV00200,2026-01-01 11:19:00,397.33,135.77,50.89,29.22,74.61,76.47,741,Charging,Fast DC,90,0.0,18197.89,53.95,4.078,3.916,0.162,High,OVERHEAT
EV00201,2026-01-01 11:20:00,404.85,173.16,43.34,36.78,12.06,63.43,1695,Idle,None,60,0.0,46056.65,70.1,4.112,3.957,0.155,Medium,NONE
EV00202,2026-01-01 11:21:00,393.47,133.15,25.32,30.11,40.45,74.3,1285,Idle,None,90,0.0,37530.8,52.39,4.187,4.062,0.125,Medium,NONE
EV00203,2026-01-01 11:22:00,390.24,105.15,39.4,20.33,73.61,77.66,1117,Discharging,None,60,70.22,29460.1,41.03,4.115,3.945,0.17,Medium,NONE
EV00204,2026-01-01 11:23:00,392.69,166.89,43.35,24.82,63.88,86.6,536,Discharging,None,75,99.49,10156.25,65.54,4.194,4.101,0.093,Medium,NONE
EV00205,2026-01-01 11:24:00,393.65,131.56,35.5,36.56,12.66,64.46,1777,Idle,None,60,0.0,33979.8,51.79,4.107,3.999,0.108,Medium,NONE
EV00206,2026-01-01 11:25:00,390.84,21.51,31.0,30.0,46.22,67.48,1626,Discharging,None,90,117.73,48269.56,8.41,4.184,4.017,0.167,Medium,NONE
EV00207,2026-01-01 11:26:00,393.45,164.2,49.23,31.34,30.75,54.38,1912,Charging,Slow AC,90,0.0,47345.17,64.6,4.055,3.886,0.169,High,BATTERY_DEGRADED
EV00208,2026-01-01 11:27:00,394.72,173.84,45.55,35.05,72.71,78.86,835,Charging,Slow AC,60,0.0,20680.86,68.62,4.135,3.979,0.156,Medium,NONE
EV00209,2026-01-01 11:28:00,400.16,106.49,38.43,34.79,80.1,71.38,1431,Idle,None,60,0.0,34357.61,42.61,4.196,4.167,0.029,Medium,NONE
EV00210,2026-01-01 11:29:00,396.56,154.19,36.92,35.38,95.71,83.36,832,Discharging,None,60,83.41,22798.94,61.15,4.118,4.061,0.057,Low,NONE
EV00211,2026-01-01 11:30:00,398.3,80.07,31.5,31.72,41.11,67.98,1601,Idle,None,75,0.0,44150.24,31.89,4.157,4.124,0.033,Medium,NONE
EV00212,2026-01-01 11:31:00,392.31,133.87,47.19,34.79,35.08,89.49,238,Charging,Fast DC,75,0.0,5554.17,52.52,4.164,4.128,0.036,Medium,NONE
EV00213,2026-01-01 11:32:00,391.31,88.96,44.49,30.25,14.81,92.35,203,Discharging,None,90,29.31,5110.83,34.81,4.099,4.017,0.082,Medium,NONE
EV00214,2026-01-01 11:33:00,394.38,82.05,27.96,38.02,90.99,89.66,517,Idle,None,90,0.0,10358.09,32.36,4.107,4.065,0.042,Low,NONE
EV00215,2026-01-01 11:34:00,394.52,98.9,27.21,28.69,45.0,79.78,1011,Charging,Slow AC,75,0.0,29653.3,39.02,4.158,4.059,0.099,Medium,NONE
EV00216,2026-01-01 11:35:00,399.25,93.26,29.74,20.14,42.59,65.14,1743,Idle,None,75,0.0,48192.06,37.23,4.099,4.025,0.074,Medium,NONE
EV00217,2026-01-01 11:36:00,402.23,157.52,59.1,22.72,35.46,45.52,1960,Idle,None,60,0.0,46546.31,63.36,4.077,3.993,0.084,High,OVERHEAT
EV00218,2026-01-01 11:37:00,394.79,137.58,47.15,39.36,79.29,80.54,687,Discharging,None,75,101.65,15605.36,54.32,4.067,3.957,0.11,Medium,NONE
EV00219,2026-01-01 11:38:00,398.88,107.3,48.86,31.0,95.54,73.61,965,Idle,None,60,0.0,22447.31,42.8,4.094,3.963,0.131,Medium,NONE
EV00220,2026-01-01 11:39:00,402.28,147.31,39.32,29.99,65.17,89.7,515,Discharging,None,90,35.41,11884.93,59.26,4.107,4.015,0.092,Low,NONE
EV00221,2026-01-01 11:40:00,398.97,113.16,43.7,38.47,87.62,79.52,876,Idle,None,60,0.0,24080.06,45.15,4.104,3.941,0.163,Medium,NONE
EV00222,2026-01-01 11:41:00,398.05,122.11,27.97,35.38,67.47,85.06,747,Charging,Fast DC,90,0.0,22263.06,48.61,4.152,4.068,0.084,Low,NONE
EV00223,2026-01-01 11:42:00,401.29,174.51,40.07,20.21,29.58,78.64,1065,Idle,None,90,0.0,26301.16,70.03,4.153,4.098,0.055,Medium,NONE
EV00224,2026-01-01 11:43:00,395.61,94.09,48.78,33.81,19.32,91.58,70,Discharging,None,60,49.54,2033.26,37.22,4.063,3.91,0.153,Medium,NONE
EV00225,2026-01-01 11:44:00,400.95,75.73,37.01,35.69,54.51,85.34,733,Discharging,None,60,63.82,19322.73,30.36,4.098,4.03,0.068,Low,NONE
EV00226,2026-01-01 11:45:00,402.15,38.41,54.72,32.96,69.33,81.1,356,Idle,None,60,0.0,8612.33,15.45,4.133,4.06,0.073,High,OVERHEAT
EV00227,2026-01-01 11:46:00,396.4,93.93,52.92,32.6,22.71,62.34,1366,Discharging,None,75,22.92,34654.44,37.23,4.08,3.965,0.115,High,OVERHEAT
EV00228,2026-01-01 11:47:00,395.83,132.76,32.2,35.05,81.83,97.04,148,Idle,None,60,0.0,4083.92,52.55,4.131,4.052,0.079,Low,NONE
EV00229,2026-01-01 11:48:00,392.96,38.23,48.47,29.79,96.76,80.0,661,Idle,None,75,0.0,16746.9,15.02,4.138,4.062,0.076,Medium,NONE
EV00230,2026-01-01 11:49:00,402.68,118.78,53.48,34.12,33.26,63.66,1278,Idle,None,60,0.0,33311.48,47.83,4.097,4.039,0.058,High,OVERHEAT
EV00231,2026-01-01 11:50:00,391.75,79.73,29.95,27.77,61.66,76.06,1197,Discharging,None,75,38.58,30674.35,31.23,4.154,4.031,0.123,Medium,NONE
EV00232,2026-01-01 11:51:00,405.0,108.79,42.14,22.81,34.89,79.43,943,Idle,None,60,0.0,26768.25,44.06,4.193,4.095,0.098,Medium,NONE
EV00233,2026-01-01 11:52:00,392.93,81.43,44.66,33.06,43.87,75.73,1027,Discharging,None,90,103.99,24508.73,32.0,4.062,4.037,0.025,Medium,NONE
EV00234,2026-01-01 11:53:00,401.42,66.73,34.62,30.75,20.98,80.88,956,Idle,None,90,0.0,26070.67,26.79,4.124,4.022,0.102,Low,NONE
EV00235,2026-01-01 11:54:00,398.59,62.86,44.01,39.82,56.49,65.41,1569,Charging,Slow AC,90,0.0,32356.71,25.06,4.114,3.976,0.138,Medium,NONE
EV00236,2026-01-01 11:55:00,399.81,59.61,55.62,20.64,29.97,51.8,1785,Charging,Slow AC,60,0.0,48744.03,23.83,4.086,3.936,0.15,High,OVERHEAT
EV00237,2026-01-01 11:56:00,398.82,76.1,49.88,32.66,20.77,86.0,305,Charging,Fast DC,60,0.0,7576.47,30.35,4.13,4.015,0.115,Medium,NONE
EV00238,2026-01-01 11:57:00,392.53,176.64,35.24,31.45,95.48,78.54,1073,Idle,None,60,0.0,21059.84,69.34,4.163,4.077,0.086,Medium,NONE
EV00239,2026-01-01 11:58:00,390.89,64.37,47.96,34.03,17.61,87.25,319,Idle,None,75,0.0,8913.43,25.16,4.164,4.036,0.128,Medium,NONE
EV00240,2026-01-01 11:59:00,397.34,112.39,34.41,28.28,47.94,73.66,1317,Charging,Slow AC,90,0.0,35555.88,44.66,4.154,3.994,0.16,Medium,NONE
EV00241,2026-01-01 12:00:00,396.82,98.09,45.37,37.38,85.48,91.5,210,Idle,None,75,0.0,5379.8,38.92,4.155,3.999,0.156,Medium,NONE
EV00242,2026-01-01 12:01:00,401.94,83.63,58.88,36.5,52.0,71.28,681,Discharging,None,75,74.73,13325.22,33.61,4.178,4.032,0.146,High,OVERHEAT
EV00243,2026-01-01 12:02:00,403.41,141.96,26.61,32.52,84.49,98.94,53,Charging,Fast DC,75,0.0,1244.35,57.27,4.199,4.111,0.088,Low,NONE
EV00244,2026-01-01 12:03:00,404.94,165.51,55.88,26.04,88.07,51.0,1815,Discharging,None,60,85.46,38123.48,67.02,4.106,3.941,0.165,High,OVERHEAT
EV00245,2026-01-01 12:04:00,392.48,83.41,35.69,33.99,27.24,72.76,1362,Charging,Fast DC,60,0.0,28004.16,32.74,4.062,3.947,0.115,Medium,NONE
EV00246,2026-01-01 12:05:00,397.79,91.21,25.28,26.87,16.46,64.38,1781,Discharging,None,90,33.22,33571.74,36.28,4.107,3.97,0.137,Medium,NONE
EV00247,2026-01-01 12:06:00,391.54,70.14,55.83,22.74,78.48,56.1,1562,Charging,Fast DC,60,0.0,38059.85,27.46,4.051,3.927,0.124,High,OVERHEAT
EV00248,2026-01-01 12:07:00,396.6,135.59,46.98,23.03,44.11,65.9,1426,Discharging,None,60,28.67,27387.16,53.77,4.163,4.049,0.114,Medium,NONE
EV00249,2026-01-01 12:08:00,395.76,174.12,36.01,22.8,31.31,96.16,192,Charging,Slow AC,90,0.0,3517.8,68.91,4.177,4.017,0.16,Low,NONE
EV00250,2026-01-01 12:09:00,393.08,117.11,31.6,27.84,66.39,67.5,1625,Charging,Slow AC,75,0.0,31448.5,46.03,4.125,4.01,0.115,Medium,NONE
EV00251,2026-01-01 12:10:00,397.92,176.43,59.54,38.68,17.54,48.73,1782,Idle,None,75,0.0,39889.98,70.21,4.152,4.01,0.142,High,OVERHEAT
EV00252,2026-01-01 12:11:00,404.32,143.26,25.58,21.35,29.91,97.98,101,Charging,Slow AC,90,0.0,2165.22,57.92,4.157,4.014,0.143,Low,NONE
EV00253,2026-01-01 12:12:00,396.35,84.36,47.42,30.75,19.5,90.24,191,Discharging,None,60,71.13,3903.73,33.44,4.171,4.065,0.106,Medium,NONE
EV00254,2026-01-01 12:13:00,395.86,121.49,54.21,33.62,11.28,59.63,1450,Discharging,None,90,115.34,30252.29,48.09,4.087,3.919,0.168,High,OVERHEAT
EV00255,2026-01-01 12:14:00,391.74,117.97,26.93,33.32,67.51,92.42,379,Charging,Fast DC,90,0.0,7446.04,46.21,4.052,3.953,0.099,Low,NONE
EV00256,2026-01-01 12:15:00,395.2,102.76,53.79,25.18,40.33,57.87,1555,Discharging,None,90,108.64,42384.89,40.61,4.054,3.905,0.149,High,OVERHEAT
EV00257,2026-01-01 12:16:00,394.08,30.22,49.93,31.53,12.32,73.02,952,Idle,None,75,0.0,17769.34,11.91,4.179,4.132,0.047,Medium,NONE
EV00258,2026-01-01 12:17:00,392.36,143.73,56.3,33.48,15.96,56.22,1537,Idle,None,60,0.0,28478.24,56.39,4.179,4.12,0.059,High,OVERHEAT
EV00259,2026-01-01 12:18:00,397.08,81.28,30.25,38.62,86.46,76.96,1152,Idle,None,90,0.0,29800.44,32.27,4.084,4.024,0.06,Medium,NONE
EV00260,2026-01-01 12:19:00,403.74,71.19,53.91,31.43,16.34,60.91,1398,Charging,Fast DC,60,0.0,38657.57,28.74,4.197,4.024,0.173,High,OVERHEAT
EV00261,2026-01-01 12:20:00,391.03,94.42,34.88,36.9,36.09,76.96,1152,Discharging,None,60,56.89,24767.01,36.92,4.168,4.03,0.138,Medium,NONE
EV00262,2026-01-01 12:21:00,393.64,78.92,59.02,39.96,78.71,54.38,1520,Idle,None,60,0.0,30106.33,31.07,4.19,4.166,0.024,High,OVERHEAT
EV00263,2026-01-01 12:22:00,398.12,121.75,49.27,20.19,36.83,61.1,1574,Idle,None,75,0.0,44368.03,48.47,4.159,4.122,0.037,Medium,NONE
EV00264,2026-01-01 12:23:00,397.95,58.11,42.22,21.2,99.71,68.68,1477,Discharging,None,60,24.39,30688.62,23.12,4.177,4.091,0.086,Medium,NONE
EV00265,2026-01-01 12:24:00,403.43,93.35,51.18,31.62,53.02,64.56,1325,Discharging,None,60,79.19,24840.3,37.66,4.149,4.108,0.041,High,OVERHEAT
EV00266,2026-01-01 12:25:00,394.38,156.15,57.41,27.86,84.03,72.31,688,Discharging,None,75,47.2,13000.62,61.58,4.08,3.935,0.145,High,OVERHEAT
EV00267,2026-01-01 12:26:00,398.77,44.87,30.75,29.32,43.62,77.66,1117,Discharging,None,60,65.19,26316.7,17.89,4.178,4.144,0.034,Medium,NONE
EV00268,2026-01-01 12:27:00,402.11,68.67,49.66,32.07,25.43,56.79,1774,Discharging,None,60,29.12,37216.08,27.61,4.103,4.001,0.102,High,BATTERY_DEGRADED
EV00269,2026-01-01 12:28:00,400.16,61.63,59.67,20.62,43.42,65.34,946,Idle,None,90,0.0,23272.97,24.66,4.064,4.028,0.036,High,OVERHEAT
EV00270,2026-01-01 12:29:00,401.91,39.43,27.16,35.62,26.12,91.5,425,Discharging,None,75,88.63,12431.63,15.85,4.063,3.949,0.114,Low,NONE
EV00271,2026-01-01 12:30:00,403.76,32.0,59.9,23.96,66.37,50.54,1677,Charging,Fast DC,75,0.0,32651.75,12.92,4.191,4.163,0.028,High,OVERHEAT
EV00272,2026-01-01 12:31:00,403.86,89.31,50.36,29.92,41.36,73.85,893,Charging,Slow AC,60,0.0,25807.39,36.07,4.091,4.0,0.091,High,OVERHEAT
EV00273,2026-01-01 12:32:00,392.23,118.26,46.59,32.95,52.39,58.19,1827,Idle,None,75,0.0,34222.91,46.39,4.092,4.05,0.042,High,BATTERY_DEGRADED
EV00274,2026-01-01 12:33:00,392.99,161.54,43.4,32.62,81.21,64.34,1647,Charging,Slow AC,90,0.0,36743.49,63.48,4.132,4.034,0.098,Medium,NONE
EV00275,2026-01-01 12:34:00,403.69,100.38,38.59,23.6,35.29,90.64,468,Charging,Slow AC,60,0.0,12965.4,40.52,4.121,4.044,0.077,Low,NONE
EV00276,2026-01-01 12:35:00,398.76,57.24,30.59,24.96,27.91,77.76,1112,Idle,None,60,0.0,30211.48,22.83,4.192,4.08,0.112,Medium,NONE
EV00277,2026-01-01 12:36:00,404.74,82.15,57.73,39.83,21.5,75.74,504,Idle,None,75,0.0,13947.96,33.25,4.155,3.989,0.166,High,OVERHEAT
EV00278,2026-01-01 12:37:00,390.42,132.09,58.16,31.27,58.5,77.37,405,Discharging,None,90,50.91,9673.52,51.57,4.064,4.007,0.057,High,OVERHEAT
EV00279,2026-01-01 12:38:00,393.28,104.23,25.02,38.36,24.14,94.26,287,Discharging,None,90,37.75,7929.55,40.99,4.18,4.15,0.03,Low,NONE
EV00280,2026-01-01 12:39:00,392.22,132.75,29.96,22.22,55.0,84.66,767,Charging,Slow AC,90,0.0,22475.46,52.07,4.109,4.073,0.036,Low,NONE
EV00281,2026-01-01 12:40:00,394.53,41.83,30.51,38.97,80.23,60.26,1987,Discharging,None,90,51.73,52628.07,16.5,4.134,3.972,0.162,Medium,NONE
EV00282,2026-01-01 12:41:00,399.21,77.09,48.29,36.29,40.95,62.91,1523,Idle,None,75,0.0,29741.42,30.78,4.159,3.987,0.172,Medium,NONE
EV00283,2026-01-01 12:42:00,404.23,82.66,59.8,39.3,8.08,59.1,1253,Discharging,None,90,42.09,31057.61,33.41,4.191,4.148,0.043,High,OVERHEAT
EV00284,2026-01-01 12:43:00,401.18,58.08,59.38,23.36,89.11,80.48,201,Idle,None,90,0.0,5159.52,23.3,4.183,4.092,0.091,High,OVERHEAT
EV00285,2026-01-01 12:44:00,393.98,59.93,27.37,25.13,15.26,99.56,22,Charging,Slow AC,75,0.0,589.4,23.61,4.195,4.033,0.162,Low,NONE
EV00286,2026-01-01 12:45:00,397.4,80.59,44.11,22.03,50.55,60.93,1789,Idle,None,90,0.0,48479.97,32.03,4.084,3.992,0.092,Medium,NONE
EV00287,2026-01-01 12:46:00,401.99,25.35,25.7,25.22,14.95,85.6,720,Charging,Slow AC,60,0.0,19284.35,10.19,4.132,3.968,0.164,Low,NONE
EV00288,2026-01-01 12:47:00,391.4,115.04,46.48,29.65,7.94,55.82,1950,Idle,None,60,0.0,49311.23,45.03,4.115,4.086,0.029,High,BATTERY_DEGRADED
EV00289,2026-01-01 12:48:00,394.97,175.9,39.32,31.08,92.93,77.48,1126,Discharging,None,90,48.15,23477.75,69.48,4.057,3.946,0.111,Medium,NONE
EV00290,2026-01-01 12:49:00,402.6,44.57,37.63,28.55,32.98,72.5,1375,Idle,None,90,0.0,32675.42,17.94,4.065,4.012,0.053,Medium,NONE
EV00291,2026-01-01 12:50:00,399.57,176.33,41.57,22.31,79.56,79.06,984,Discharging,None,90,46.5,25291.16,70.46,4.108,4.029,0.079,Medium,NONE
EV00292,2026-01-01 12:51:00,395.72,49.85,26.56,28.79,30.02,65.32,1734,Discharging,None,90,26.16,46864.51,19.73,4.15,4.116,0.034,Medium,NONE
EV00293,2026-01-01 12:52:00,395.16,106.63,58.97,31.79,57.59,50.0,1741,Discharging,None,90,61.86,42525.97,42.14,4.18,4.084,0.096,High,OVERHEAT
EV00294,2026-01-01 12:53:00,403.22,96.2,27.76,38.06,72.86,79.04,1048,Idle,None,90,0.0,28930.46,38.79,4.152,4.033,0.119,Medium,NONE
EV00295,2026-01-01 12:54:00,391.8,141.15,31.05,39.69,97.36,66.5,1675,Charging,Fast DC,60,0.0,38659.84,55.3,4.198,4.108,0.09,Medium,NONE
EV00296,2026-01-01 12:55:00,404.96,120.36,54.19,25.16,91.53,50.81,1892,Charging,Fast DC,75,0.0,46687.69,48.74,4.133,3.976,0.157,High,OVERHEAT
EV00297,2026-01-01 12:56:00,397.8,166.75,25.43,34.01,60.82,67.6,1620,Discharging,None,60,61.44,32041.0,66.33,4.138,3.997,0.141,Medium,NONE
EV00298,2026-01-01 12:57:00,404.09,167.99,44.69,22.02,32.18,73.93,1116,Discharging,None,75,46.41,28856.92,67.88,4.136,4.04,0.096,Medium,NONE
EV00299,2026-01-01 12:58:00,392.58,84.48,46.64,33.62,43.16,78.09,830,Discharging,None,90,43.76,22367.67,33.17,4.188,4.024,0.164,Medium,NONE
EV00300,2026-01-01 12:59:00,390.3,150.78,35.61,25.61,51.7,71.1,1445,Idle,None,60,0.0,42873.09,58.85,4.084,4.016,0.068,Medium,NONE
EV00301,2026-01-01 13:00:00,401.16,143.84,36.23,34.58,62.47,95.96,202,Charging,Slow AC,60,0.0,5850.16,57.7,4.111,4.013,0.098,Low,NONE
EV00302,2026-01-01 13:01:00,397.75,79.83,26.97,35.83,11.23,70.54,1473,Idle,None,75,0.0,28911.75,31.75,4.178,4.017,0.161,Medium,NONE
EV00303,2026-01-01 13:02:00,390.43,50.84,54.15,36.74,28.7,69.6,954,Charging,Slow AC,90,0.0,19451.41,19.85,4.105,4.011,0.094,High,OVERHEAT
EV00304,2026-01-01 13:03:00,395.95,167.69,48.84,24.84,51.43,74.27,933,Charging,Slow AC,90,0.0,22966.73,66.4,4.102,3.948,0.154,Medium,NONE
EV00305,2026-01-01 13:04:00,393.88,152.94,28.16,20.55,9.72,64.64,1768,Idle,None,60,0.0,50008.47,60.24,4.147,4.019,0.128,Medium,NONE
EV00306,2026-01-01 13:05:00,394.04,85.52,25.7,35.61,77.92,99.24,38,Discharging,None,60,84.74,958.12,33.7,4.051,3.991,0.06,Low,NONE
EV00307,2026-01-01 13:06:00,402.08,68.87,58.85,32.85,45.26,69.1,791,Discharging,None,75,45.2,18667.9,27.69,4.152,4.0,0.152,High,OVERHEAT
EV00308,2026-01-01 13:07:00,395.96,36.37,42.9,33.25,85.11,81.96,786,Idle,None,90,0.0,19748.46,14.4,4.092,3.962,0.13,Medium,NONE
EV00309,2026-01-01 13:08:00,397.23,73.81,34.68,26.5,31.3,72.74,1363,Idle,None,90,0.0,29421.03,29.32,4.072,3.93,0.142,Medium,NONE
EV00310,2026-01-01 13:09:00,403.5,148.87,53.08,32.0,67.75,61.26,1414,Charging,Fast DC,90,0.0,33891.42,60.07,4.094,3.929,0.165,High,OVERHEAT
EV00311,2026-01-01 13:10:00,396.07,137.88,45.41,39.9,82.52,81.23,722,Idle,None,90,0.0,14922.55,54.61,4.13,3.984,0.146,Medium,NONE
EV00312,2026-01-01 13:11:00,403.6,127.5,42.76,36.91,84.86,61.49,1815,Idle,None,60,0.0,39068.62,51.46,4.121,3.982,0.139,Medium,NONE
EV00313,2026-01-01 13:12:00,400.88,109.45,56.94,38.94,90.46,59.25,1360,Charging,Fast DC,75,0.0,28124.71,43.88,4.181,4.094,0.087,High,OVERHEAT
EV00314,2026-01-01 13:13:00,403.3,79.47,45.49,29.28,16.19,93.03,129,Idle,None,90,0.0,3220.32,32.05,4.143,4.047,0.096,Medium,NONE
